token,neighbor,cosine
open,access,0.7497056
open,come,0.7387584
open,interested,0.73768383
open,accessed,0.73495394
open,viewing,0.73344076
open,offered,0.7270561
design,designing,0.9003371
design,designed,0.8215462
design,architecture,0.78416574
design,engineering,0.7820575
design,designers,0.7711365
design,layout,0.7432174
design,projects,0.7432074
design,style,0.73855853
design,work,0.72459674
design,website,0.71983165
similarity,similarities,0.95154464
similarity,similar,0.9127144
similarity,similar-,0.9021545
similarity,similarity-based,0.8649738
similarity,comparable,0.8042269
similarity,similarly,0.7936926
similarity,identical,0.7915267
similarity,comparison,0.79038256
similarity,like,0.78970087
similarity,equivalently,0.7788013
elements,element,0.9010558
elements,components,0.75185484
elements,ele-,0.7307309
elements,objects,0.7229503
elements,cations,0.72109294
elements,metal,0.71961915
elements,types,0.7138504
elements,things,0.71185935
elements,matter,0.71144843
elements,es,0.70911163
its,it,0.8879047
its,is,0.863987
its,ities,0.8174672
its,ity,0.7651979
its,itself,0.7152843
its,has,0.711696
its,was,0.70949686
its,something,0.70478797
its,isting,0.70277864
its,information-technology,0.6990505
however,but,0.8699168
however,though,0.8517743
however,although,0.84695345
however,nonetheless,0.80681497
however,otherwise,0.79258585
however,nevertheless,0.7786447
however,thus,0.7729639
however,furthermore,0.7560936
however,additionally,0.7505738
however,some-,0.7493367
do,did,0.82650256
do,does,0.8101314
do,doing,0.79898304
do,perform,0.78413004
do,todo,0.77732766
do,accomplish,0.7767391
do,go,0.7669438
do,try,0.7543284
do,use,0.74943566
do,operate,0.7490135
history,histories,0.7443005
history,historical,0.7096203
history,past,0.69990873
history,origins,0.6831828
history,introduction,0.6766029
history,overview,0.6763491
history,website,0.6754935
history,background,0.67192173
history,description,0.6715781
history,information,0.6675935
idf,jdiff,0.6855338
idf,fi,0.667496
idf,id,0.6627805
idf,bdiff,0.65912163
idf,ifi,0.6570292
idf,ib,0.656927
idf,ff,0.65176034
idf,ji,0.6510058
idf,ids,0.6493281
idf,cdiff,0.6470696
clones,clone,0.9292818
clones,cloned,0.8741917
clones,cloning,0.80340403
clones,copies,0.77824396
clones,duplication,0.77656794
clones,duplicated,0.74568284
clones,duplicate,0.74417573
clones,duplicates,0.74306786
clones,replication,0.7422523
clones,copied,0.7329595
shows,programs,0.7904686
shows,show,0.7720229
shows,series,0.75853664
shows,courses,0.73699975
shows,releases,0.721012
shows,services,0.7198869
shows,products,0.7189512
shows,showing,0.7135916
shows,program,0.7124531
shows,categories,0.7107831
task,tasks,0.9256793
task,accomplish,0.7655272
task,assignment,0.7598758
task,objective,0.7386333
task,require,0.7327337
task,goal,0.7326151
task,challenge,0.73240817
task,todo,0.7310793
task,assignments,0.7278918
task,effort,0.72758794
classes,class,0.8497736
classes,courses,0.819175
classes,instructors,0.75957406
classes,programs,0.7573803
classes,teaching,0.75715625
classes,school,0.75244105
classes,activities,0.7515903
classes,course,0.7433005
classes,subclasses,0.73280317
classes,classifications,0.7256423
study,studying,0.89776444
study,studies,0.89090884
study,studied,0.8719426
study,learn,0.7606495
study,investigate,0.75848776
study,examine,0.7580446
study,researches,0.75238854
study,academic,0.74845636
study,analyze,0.7457284
study,research,0.7424868
size,sizes,0.8994708
size,measurements,0.8059314
size,dimensions,0.7914182
size,length,0.79083234
size,small,0.78593296
size,larger,0.7784596
size,bigger,0.77641827
size,lengths,0.7749532
size,large,0.77427727
size,fit,0.77367115
keywords,keyword,0.92935723
keywords,words,0.7897416
keywords,vocabulary,0.75018233
keywords,word,0.7458086
keywords,tags,0.74033743
keywords,topics,0.72974056
keywords,topic,0.72849244
keywords,searching,0.72504884
keywords,categories,0.72001314
keywords,searches,0.71847683
methods,method,0.9358839
methods,method-,0.92673093
methods,methodology,0.88786227
methods,methodologies,0.878021
methods,techniques,0.820819
methods,ways,0.80540675
methods,methodgen,0.778324
methods,technique,0.77642655
methods,approaches,0.7737115
methods,how,0.7689431
micro,small,0.7763427
micro,ml,0.7418398
micro,minute,0.73447156
micro,little,0.7338379
micro,mm,0.73348755
micro,mb,0.72231853
micro,short,0.7072454
micro,m2,0.69739753
micro,min,0.69702125
micro,multi,0.6947413
line,lines,0.9256465
line,line-level,0.80349076
line,linehelp,0.77333724
line,uniqueline,0.7428674
line,outline,0.71671224
line,interface,0.69414574
line,inlined,0.6927977
line,statement,0.6910431
line,path,0.68955004
line,chain,0.68628764
proceedings,documents,0.77527606
proceedings,papers,0.7672731
proceedings,abstract,0.7397174
proceedings,presentation,0.7312146
proceedings,abstracted,0.73003983
proceedings,symposium,0.7266925
proceedings,annals,0.71888596
proceedings,presented,0.7083209
proceedings,cases,0.70732695
proceedings,docs,0.70046186
related,similar,0.7811224
related,relating,0.7537381
related,unrelated,0.75165486
related,relevant,0.75096154
related,relative,0.7482864
related,similarly,0.74453837
related,similar-,0.7439132
related,regarding,0.72875816
related,interesting,0.7256435
related,similarities,0.7247348
debian,debian3,0.8790075
debian,debian2,0.8748777
debian,linux,0.78511167
debian,gnu,0.73879504
debian,bsd,0.73244154
debian,freebsd,0.70395684
debian,unix,0.68820065
debian,deb,0.6842425
debian,pkgs,0.6833466
debian,kde,0.68144244
both,either,0.8285183
both,respectively,0.81579804
both,and,0.77434766
both,two,0.7684195
both,simultaneously,0.7450643
both,pair,0.73739046
both,or,0.736
both,neither,0.73086274
both,also,0.7212416
both,twice,0.7120629
similar,similar-,0.9812107
similar,similarities,0.92878
similar,similarity,0.9127144
similar,similarly,0.9062484
similar,equivalently,0.875368
similar,like,0.8277916
similar,equivalent,0.8212474
similar,comparable,0.819297
similar,identical,0.8080073
similar,same,0.793031
ieee,ee,0.6642802
ieee,acm,0.6486336
ieee,technical,0.6466869
ieee,engineering,0.64105904
ieee,maxwell,0.6392916
ieee,mit,0.634914
ieee,engineer-,0.63409394
ieee,sec,0.6321155
ieee,transformer,0.6298181
ieee,inc,0.6263831
copies,copy,0.89206284
copies,copying,0.88869715
copies,copied,0.84749687
copies,duplication,0.8080127
copies,duplicate,0.80423284
copies,duplicates,0.7932279
copies,duplicated,0.7922495
copies,clones,0.77824396
copies,clone,0.7662153
copies,cloned,0.7641901
eclipse,eclipse-based,0.7422723
eclipse,sun,0.7275696
eclipse,shaded,0.6891983
eclipse,dark,0.6647086
eclipse,mirror,0.6618062
eclipse,transparent,0.64380366
eclipse,fall,0.63546365
eclipse,date,0.6347463
eclipse,contrast,0.6333075
eclipse,light,0.63263583
algorithm,algorithms,0.9330003
algorithm,algo-,0.8144629
algorithm,computation,0.7836323
algorithm,combinatorial,0.7783477
algorithm,solving,0.7596931
algorithm,method,0.7480337
algorithm,heuristic,0.7466709
algorithm,heuristics,0.7413894
algorithm,computationally,0.73751897
algorithm,method-,0.73499596
them,they,0.92808694
them,themselves,0.84341866
them,their,0.8423748
them,those,0.79450315
them,her,0.7745453
them,there,0.7713541
them,each,0.7628597
them,people,0.7546623
them,persons,0.74860686
them,the,0.7437913
search,archive,0.67106146
search,browse,0.65499276
search,archives,0.6244193
search,start,0.62110573
search,notes,0.61980325
search,main,0.6193057
search,links,0.6157333
search,detail,0.61336267
search,main-,0.6022529
search,results,0.60100037
paper,papers,0.79480547
paper,documents,0.7448425
paper,pdf,0.73053604
paper,graphics,0.71948534
paper,journal,0.7050668
paper,canvas,0.7042151
paper,document,0.7017797
paper,graphical,0.69619906
paper,pp,0.68584764
paper,matter,0.6856886
tree,trees,0.8567942
tree,subtree,0.76146543
tree,bonsai,0.7570933
tree,tree-based,0.7187673
tree,subtrees,0.7146925
tree,leaves,0.6988831
tree,nature,0.698809
tree,leaf,0.68478376
tree,root,0.6845696
tree,outside,0.6774607
comments,comment,0.88627493
comments,statements,0.78457624
comments,commentequivclass,0.7812568
comments,feedback,0.7578238
comments,mentions,0.7412849
comments,discussion,0.7383533
comments,remark,0.73813754
comments,discussed,0.7260029
comments,discussions,0.7238443
comments,noted,0.7086554
group,groups,0.8986538
group,grouping,0.86747545
group,grouped,0.8430953
group,together,0.7549086
group,people,0.7357969
group,team,0.72348493
group,teams,0.71987444
group,organization,0.7191671
group,gathering,0.7140743
group,gathered,0.7118098
process,processes,0.9176751
process,processing,0.8626755
process,method-,0.7906819
process,procedure,0.787765
process,methodology,0.7813227
process,method,0.7729915
process,processed,0.76803935
process,making,0.7381748
process,production,0.7335447
process,methods,0.7296653
transactions,transaction,0.9117198
transactions,dealing,0.7792357
transactions,dealt,0.7568326
transactions,accounts,0.74002916
transactions,proceeds,0.7352525
transactions,deal,0.72953975
transactions,moves,0.7287945
transactions,transaction-id,0.719569
transactions,exchange,0.7157073
transactions,actions,0.7130915
implementation,implementing,0.9377338
implementation,implemented,0.91840714
implementation,implementations,0.90515727
implementation,implement,0.8836428
implementation,implementor,0.8045625
implementation,implements,0.77911556
implementation,effectiveness,0.7595643
implementation,effective,0.73716515
implementation,instruction,0.73704433
implementation,process,0.7222015
international,global,0.8458856
international,intl,0.78525305
international,countries,0.74648374
international,european,0.73031557
international,nationality,0.72640014
international,inter-,0.7230645
international,world,0.72249526
international,en,0.7207749
international,usa,0.70705897
international,country,0.7025325
tools,tool,0.90464616
tools,toolset,0.8322065
tools,skills,0.77813697
tools,tool-chain,0.77584994
tools,software,0.7730098
tools,toolchain,0.7636606
tools,items,0.75628924
tools,plugins,0.75618726
tools,techniques,0.7320034
tools,things,0.72993255
should,must,0.8016101
should,necessary,0.7779074
should,need,0.75647694
should,needed,0.7509091
should,would,0.7472039
should,required,0.7425096
should,did,0.72949785
should,do,0.7280086
should,extend,0.72686446
should,therefore,0.72200996
most,best,0.7941725
most,topmost,0.79290026
most,mostly,0.77812797
most,mainly,0.75752604
most,least,0.736614
most,primarily,0.73178834
most,some,0.71164006
most,many,0.70838875
most,very,0.7073795
most,much,0.7048446
programming,coding,0.8872508
programming,programmer,0.86073166
programming,programmers,0.8434493
programming,computing,0.79279435
programming,java,0.7798919
programming,scripting,0.771076
programming,compilers,0.7686573
programming,software,0.7657988
programming,program,0.7653936
programming,computation,0.7634568
order,ordering,0.9292668
order,ordered,0.9071522
order,reordered,0.8049861
order,checkout,0.786938
order,sort,0.7606866
order,receive,0.7599063
order,arrangement,0.73292065
order,ready,0.7313918
order,get,0.72804254
order,store,0.72608626
high,higher,0.87375736
high,highest,0.81905895
high,highly,0.80912113
high,up,0.755654
high,high-level,0.7492691
high,above,0.7302469
high,upper,0.7293209
high,ha,0.71351963
high,powerful,0.7122346
high,strong,0.70757276
given,provided,0.83789694
given,specified,0.8240962
given,took,0.7988323
given,chose,0.7978615
given,assigned,0.79362005
given,take,0.78596485
given,had,0.78449273
given,presented,0.7823123
given,gives,0.781476
given,indicated,0.7806255
types,type,0.90169203
types,kinds,0.89542574
types,type-based,0.7868762
types,classifications,0.7784294
types,categories,0.77196646
types,kind,0.76805717
types,variety,0.76016885
types,classification,0.7516323
types,variants,0.7459902
types,by_type,0.7394028
make,making,0.91881436
make,makes,0.88093936
make,made,0.866303
make,create,0.833146
make,creates,0.7807366
make,build,0.7779154
make,creating,0.775459
make,produces,0.7575785
make,produced,0.7551072
make,compile,0.74720895
so,so-,0.9212834
so,thus,0.84535384
so,such,0.83468246
so,um,0.7661949
so,but,0.7585867
so,well,0.7523379
so,therefore,0.75219464
so,otherwise,0.7410519
so,and,0.7382466
so,there,0.73206705
changed,changed-,0.98398465
changed,changes,0.8961465
changed,changing,0.8783676
changed,change,0.8619177
changed,co-changed,0.8361443
changed,renamed,0.8044121
changed,became,0.7992889
changed,edited,0.7874494
changed,turned,0.78487945
changed,modified,0.77904725
transaction,transactions,0.9117198
transaction,transaction-id,0.7794549
transaction,dealt,0.7720671
transaction,dealing,0.75839865
transaction,deal,0.7443732
transaction,exchange,0.7405394
transaction,contract,0.7390715
transaction,proceeds,0.7360295
transaction,acquisition,0.73347074
transaction,checkout,0.730117
since,been,0.7795039
since,until,0.7706721
since,previous,0.7392748
since,recently,0.7388329
since,previously,0.7377421
since,hence,0.71320146
since,undergone,0.713196
since,past,0.710512
since,thus,0.71029466
since,while,0.699591
any,any-,0.9716235
any,anything,0.8776629
any,anyone,0.8507585
any,either,0.84165186
any,or,0.77615607
any,ever,0.744511
any,else,0.73092926
any,all,0.73085463
any,available,0.72224015
any,option,0.7164848
al,al-,0.8806933
al,ar,0.7391918
al,il,0.72271264
al,ar-,0.7145287
al,la,0.714195
al,el,0.70195884
al,el-,0.698853
al,ab,0.6950072
al,as,0.6920154
al,ac-,0.68916434
three,third,0.8638563
three,four,0.8065466
three,iii,0.7918755
three,multiple,0.76641273
three,two,0.7607644
three,five,0.7500964
three,another,0.73906386
three,several,0.7352985
three,b3,0.73119813
three,fourth,0.72964126
no,not,0.82743126
no,non,0.81718767
no,non-,0.7641608
no,negative,0.755617
no,none,0.7451235
no,didn,0.74154377
no,never,0.733934
no,nor,0.73068327
no,hardly,0.71401244
no,neither,0.6941769
called,calling,0.8276486
called,calls,0.7774119
called,call,0.7563731
called,came,0.7411727
called,invoked,0.7342647
called,named,0.72881126
called,callee,0.72474873
called,cally,0.71654904
called,conducted,0.7156123
called,said,0.71383345
would,could,0.8326075
would,hypothetical,0.7928266
would,should,0.7472039
would,possible,0.73219424
would,suppose,0.7243941
would,likely,0.721607
would,might,0.7187408
would,maybe,0.711588
would,assume,0.70543784
would,possibly,0.7053577
techniques,technique,0.9428637
techniques,methods,0.820819
techniques,methodologies,0.8051108
techniques,method-,0.7686017
techniques,method,0.7659396
techniques,approaches,0.76479113
techniques,methodology,0.7616728
techniques,strategies,0.7568903
techniques,skills,0.7552184
techniques,procedures,0.7550427
part,parts,0.837701
part,piece,0.80167836
part,segment,0.7846383
part,partial,0.7783931
part,section,0.76730984
part,portion,0.764711
part,consisting,0.7528886
part,pieces,0.75140125
part,component,0.7478378
part,consists,0.74491334
database,databases,0.84870714
database,data,0.8015744
database,db,0.7663631
database,data-,0.75724524
database,mysql,0.75615007
database,website,0.7523822
database,library,0.7416037
database,postgresql,0.7304281
database,sql,0.7281991
database,dbms,0.7249487
language,languages,0.87401134
language,multilinguistic,0.80137783
language,german,0.79364944
language,words,0.7558144
language,lang,0.75399226
language,language-independent,0.7524647
language,vocabulary,0.7505155
language,communication,0.742578
language,japanese,0.72906446
language,word,0.7212464
then,after,0.80419326
then,later,0.7716221
then,thus,0.7706023
then,therefore,0.7623761
then,next,0.75185746
then,subsequent,0.74994665
